Szabadi és Társa Tervező Kft.;Szabadi és Társa Tervező Kft.;84;+36 26 372182;Telki;2093;2093 Telki, Pipacs utca 3;Pipacs utca 3;;Pest;0;0;;;;;;;;;;;;0;131572;47.552341514592;18.816655918918
Junior Kávéház;Junior Kávéház;165;+36 26 371023;Budajenő;2093;2093 Budajenő, Kossuth Lajos utca 7;Kossuth Lajos utca 7;;Pest;0;0;;;;;;;;;;;;0;124778;47.554611386286;18.804835799605
Tante Susanne Étterem;Tante Susanne Étterem;165;+36 26 371139;Budajenő;2093;2093 Budajenő, Kossuth Lajos utca 59;Kossuth Lajos utca 59;;Pest;0;0;;;;;;;;;;;;0;123579;47.558075941237;18.800636018966
Tante Susanne Étterem Budajenő;Tante Susanne Étterem Budajenő;165;+36 26 371236;Budajenő;2093;2093 Budajenő, Kossuth Lajos utca 59 .;Kossuth Lajos utca 59 .;;Pest;0;0;;;;;;;;;;;;0;56050584;47.558075941237;18.800636018966
Pagony Vendéglő Telki;Pagony Vendéglő Telki;165;+36 26 372622;Telki;2089;2089 Telki, Muskátli utca 1/b.;Muskátli utca 1/b.;;Pest;0;0;;;;;;;;;;;;0;56155003;47.550984184886;18.820735378419
Autópatika Autósbolt;Autópatika Autósbolt;2;+36 26 340223;Budakalász;2011;2011 Budakalász, Máli Péter utca 12 .;Máli Péter utca 12 .;;Pest;0;0;;;;;;;szelcsanyi.gy@t-online.hu;;;;;0;75165535;47.626774628996;19.044480671303
Szelcsányi Péter;Szelcsányi Péter;2;+36 26 342260;Budakalász;2011;2011 Budakalász, Névtelen utca hrsz 2438/20;Névtelen utca hrsz 2438/20;;Pest;0;0;;;;;;;;;;;;0;131461;47.61923;19.047047
Autópatika-Autósbolt;Autópatika-Autósbolt;2;+36 26 340223;Budakalász;2011;2011 Budakalász, Máli Péter utca 12;Máli Péter utca 12;;Pest;0;0;;;;;;;;;;;;0;138640;47.626774628922;19.044480671328
Magyar Posta Zrt.;Magyar Posta Zrt.;12;+36 26 340323;Budakalász;2011;2011 Budakalász, Budai utca 3;Budai utca 3;;Pest;0;0;;;;;;;;;;;;0;6241089;47.615027373233;19.053450322914
Rendőrség;Rendőrség;15;+36 null 107;Budakalász;2011;2011 Budakalász, Szentendrei út 1/3;Szentendrei út 1/3;;Pest;0;0;;;;;;;;;;;;0;6373097;47.621634574274;19.046039572199
P-rent Mikrobusz Center;P-rent Mikrobusz Center;29;+36 20 9347636;Budakalász;2011;2011 Budakalász, József Attila utca 75;József Attila utca 75;;Pest;0;0;;;;;;;;;;;;0;10728643;47.620487586242;19.063222576475
Tájház - Schwabenhaus Budakalász;Tájház - Schwabenhaus Budakalász;36;+36 26 341608;Budakalász;2011;2011 Budakalász, Budai út 30 .;Budai út 30 .;;Pest;0;0;;;;;;;;;;;;0;56195187;47.6184840922;19.0479957503
Kohán Pékség;Kohán Pékség;45;+36 26 340517;Budakalász;2011;2011 Budakalász, Sas utca 6;Sas utca 6;;Pest;0;0;;;;;;;;;;;;0;131453;47.619332848966;19.038052540535
Hermes ÁFÉSZ;Hermes ÁFÉSZ;65;+36 26 340296;Budakalász;2011;2011 Budakalász, Lupaszigeti elágazás;Lupaszigeti elágazás;;Pest;0;0;;;;;;;;;;;;0;4394666;47.61923;19.047047
Zimmer Hungária Ker. Kft.;Zimmer Hungária Ker. Kft.;65;+36 26 540108;Budakalász;2011;2011 Budakalász, Vasút sor;Vasút sor;;Pest;0;0;;;;;;;;;;;;0;4394695;47.616177529564;19.055300218791
Hu-Sy Neon Kft.;Hu-Sy Neon Kft.;84;+36 30 4666756;Budakalász;2011;2011 Budakalász, Batthyány utca 24 .;Batthyány utca 24 .;;Pest;0;0;;;;;;;;;;;;0;10924995;47.631774861802;19.056398649135
UNISZOLG Bt.;UNISZOLG Bt.;95;+36 20 4761807;Budakalász;2011;2011 Budakalász, Széchenyi utca 91 .;Széchenyi utca 91 .;;Pest;0;0;;;;;;;uniszolgbt@freemail.hu;http://www.uniszolgbt.com;;;;0;78325719;47.631840500819;19.058186277455
Bartkó Kft.;Bartkó Kft.;95;+36 1 2431627;Budakalász;2011;2011 Budakalász, Berdó dűlő 8/9 hrsz. Pf. 22;Berdó dűlő 8/9 hrsz. Pf. 22;;Pest;0;0;;;;;;;;;;;;0;10924639;47.611169453571;19.036248641287
Kocsis Ildikó Katalin;Kocsis Ildikó Katalin;95;+36 26 342627;Budakalász;2011;2011 Budakalász, Széchenyi utca 91;Széchenyi utca 91;;Pest;0;0;;;;;;;;;;;;0;130918;47.631840500819;19.058186277455
UNISZOLG Bt.;UNISZOLG Bt.;95;+36 20 4761807;Budakalász;2012;2012 Budakalász, Széchenyi utca 91;Széchenyi utca 91;;Pest;0;0;;;;;;;;;;;;0;78317307;47.631840500819;19.058186277455
Plumet Kft.;Plumet Kft.;115;+36 20 9548341;Budakalász;2011;2011 Budakalász, Liget utca 17;Liget utca 17;;Pest;0;0;;;;;;;;;;;;0;130842;47.62577433521;19.04284819728
MODUL-KG Faipari Kft.;MODUL-KG Faipari Kft.;115;+36 20 3692264;Budakalász;2011;2011 Budakalász, Vasút sor 156 .;Vasút sor 156 .;;Pest;0;0;;;;;;;;;;;;0;10961311;47.616177529564;19.055300218791
Kelemen Zsófia;Kelemen Zsófia;137;+36 26 342925;Budakalász;2011;2011 Budakalász, Virág utca 9;Virág utca 9;;Pest;0;0;;;;;;;;;;;;0;130920;47.627079527675;19.04874966257
Óra-Gold Kft.;Óra-Gold Kft.;143;+36 26 340936;Budakalász;2011;2011 Budakalász, Omszk park 1;Omszk park 1;;Pest;0;0;;;;;;;;;;;;0;6336399;47.614076347997;19.059492621228
Country Tanya Étterem;Country Tanya Étterem;165;+36 26 341746;Budakalász;2011;2011 Budakalász, József Attila utca 2;József Attila utca 2;;Pest;0;0;;;;;;;;;;;;0;6357514;47.622182956966;19.049574721795
Lukács Sándor;Lukács Sándor;165;+36 26 341075;Budakalász;2011;2011 Budakalász, Csalogány utca 14 .;Csalogány utca 14 .;;Pest;0;0;;;;;;;;;;;;0;10777425;47.61875282886;19.036605527438
Schieszl Vendéglő és Borház 1896 Kft.;Schieszl Vendéglő és Borház 1896 Kft.;165;+36 26 340465;Budakalász;2011;2011 Budakalász, Budai út 83;Budai út 83;;Pest;0;0;;;;;;;;;;;;0;6231835;47.615845310329;19.0526916122
Schieszl Vendéglő és Borház 1896 Budakalász;Schieszl Vendéglő és Borház 1896 Budakalász;165;+36 26 340465;Budakalász;2011;2011 Budakalász, Budai út 83 .;Budai út 83 .;;Pest;0;0;;;;;;;;;;;;0;56155075;47.615845310329;19.0526916122
Menü-Art Kft.;Menü-Art Kft.;165;+36 26 341325;Budakalász;2011;2011 Budakalász, Omszk park 1;Omszk park 1;;Pest;0;0;;;;;;;;;;;;0;124253;47.614076347997;19.059492621228
Molnár József;Molnár József;198;+36 26 328435;Pomáz;2013;2013 Pomáz, Móricz Zsigmond utca 17 .;Móricz Zsigmond utca 17 .;;Pest;0;0;;;;;;;;;;;;0;10781491;47.632527774986;19.031039537122
Tóth László;Tóth László;198;+36 26 329275;Pomáz;2013;2013 Pomáz, Móricz Zsigmond utca 18 .2.Em.8.;Móricz Zsigmond utca 18 .2.Em.8.;;Pest;0;0;;;;;;;;;;;;0;10804359;47.633960210632;19.028839379189
Amelior Kft.;Amelior Kft.;215;+36 26 343353;Budakalász;2011;2011 Budakalász, Tanító utca;Tanító utca;;Pest;0;0;;;;;;;;;;;;0;11375869;47.61861631582;19.059140471488
Szelcsányi György;Szelcsányi György;218;+36 26 340223;Budakalász;2011;2011 Budakalász, Máli Péter utca 12 .;Máli Péter utca 12 .;;Pest;0;0;;;;;;;;;;;;0;10799513;47.626774628996;19.044480671303
Istvanko Bosch Car Service;Istvanko Bosch Car Service;218;+36 26 342056;Budakalász;2011;2011 Budakalász, Márton Áron u 15;Márton Áron u 15;;Pest;0;0;;;;;;;;;;;;0;10731203;47.619444848013;19.056811178747
Ró-Ma Szondi Bt.;Ró-Ma Szondi Bt.;2;+36 23 450622;Budakeszi;2092;2092 Budakeszi, Erdő utca 36 .;Erdő utca 36 .;;Pest;0;0;;;;;;;;;;;;0;62193919;47.514694492466;18.936524419237
Ró-Ma Szondi Bt.;Ró-Ma Szondi Bt.;2;+36 23 450622;Budakeszi;2092;2092 Budakeszi, Erdő utca 36;Erdő utca 36;;Pest;0;0;;;;;;;;;;;;0;76175418;47.514694492466;18.936524419237
Benzinkút MOL Budakeszi;Benzinkút MOL Budakeszi;4;+36 70 3737832;Budakeszi;2092;2092 Budakeszi, Temető utca;Temető utca;;Pest;0;0;;;;;;;;;;;;0;56041563;47.5130646505;18.9253754357
Benzinkút Agip Budakeszi;Benzinkút Agip Budakeszi;4;+36 23 457080;Budakeszi;2092;2092 Budakeszi, Budaörsi út;Budaörsi út;;Pest;0;0;;;;;;;;;;;;0;56065368;47.5052068724;18.9204688562
Benzinkút Bogáncs Bt. Budakeszi;Benzinkút Bogáncs Bt. Budakeszi;4;+36 1 2005824;Budakeszi;2092;2092 Budakeszi, Szőlőskert út 2 .;Szőlőskert út 2 .;;Pest;0;0;;;;;;;;;;;;0;56198607;47.503008323356;18.916400642616
Benzinkút Shell Budakeszi;Benzinkút Shell Budakeszi;4;+36 1 4363400;Budakeszi;2092;2092 Budakeszi, Szőlőskert út 1 .;Szőlőskert út 1 .;;Pest;0;0;;;;;;;;;;;;0;56064582;47.5002622988;18.9406030182
Admiral Sport Port;Admiral Sport Port;10;+36 20 3273880;Budakeszi;2092;2092 Budakeszi, Fő utca 38;Fő utca 38;;Pest;0;0;;;;;;;;;;;;0;4440968;47.516784123007;18.936129078359
Posta;Posta;12;+36 23 452689;Budakeszi;2092;2092 Budakeszi, Dózsa Gy. tér;Dózsa Gy. tér;;Pest;0;0;;;;;;;;;;;;0;4411521;47.507343662143;18.919952818548
Posta;Posta;12;+36 23 451352;Budakeszi;2092;2092 Budakeszi, Fő utca 3;Fő utca 3;;Pest;0;0;;;;;;;;;;;;0;128580;47.520235700826;18.938655822235
Budaörsi Rendőrkapitányság Budakeszi Rendőrörse;Budaörsi Rendőrkapitányság Budakeszi Rendőrörse;15;+36 23 450007;Budakeszi;2092;2092 Budakeszi, Dózsa György tér 25;Dózsa György tér 25;;Pest;0;0;;;;;;;;;;;;0;6337736;47.506880858835;18.920006046004
Budakeszi Rendőrőrs;Budakeszi Rendőrőrs;15;+36 23 450007;Budakeszi;2092;2092 Budakeszi, Dózsa György tér 25 .;Dózsa György tér 25 .;;Pest;0;0;;;;;;;;;;;;0;56061284;47.506880858835;18.920006046004
Nagy Világ Utazási Iroda Kft. Budakeszi Bianka utca;Nagy Világ Utazási Iroda Kft. Budakeszi Bianka utca;31;+36 23 457540;Budakeszi;2092;2092 Budakeszi, Bianka utca 1 .;Bianka utca 1 .;;Pest;0;0;;;;;;;;;;;;0;56193425;47.511235;18.93028
Nagy Világ Utazási Iroda Kft. Budakeszi Fő utca;Nagy Világ Utazási Iroda Kft. Budakeszi Fő utca;31;+36 23 457278;Budakeszi;2092;2092 Budakeszi, Fő utca 43-45.;Fő utca 43-45.;;Pest;0;0;;;;;;;;;;;;0;56193421;47.517221387018;18.936306695275
Szindbád Tours 96' Kft.;Szindbád Tours 96' Kft.;31;+36 23 453382;Budakeszi;2092;2092 Budakeszi, Fő utca;Fő utca;;Pest;0;0;;;;;;;;;;;;0;6318549;47.511718314094;18.930831341734
Holiday Mix Utazásközvetítő és Szolgáltató Kft. Budakeszi;Holiday Mix Utazásközvetítő és Szolgáltató Kft. Budakeszi;31;+36 23 457077;Budakeszi;2092;2092 Budakeszi, Fő tér 3 .;Fő tér 3 .;;Pest;0;0;;;;;;;;;;;;0;56194007;47.5131976857;18.9322390645
Szindbad Tours '96 Kereskedelmi és Ingatlanközvetítő Kft. Budakeszi;Szindbad Tours '96 Kereskedelmi és Ingatlanközvetítő Kft. Budakeszi;31;+36 23 453382;Budakeszi;2092;2092 Budakeszi, Fő utca 69 .;Fő utca 69 .;;Pest;0;0;;;;;;;;;;;;0;56193853;47.515394914938;18.933779951399
Arcomix Bt. - Babautazás;Arcomix Bt. - Babautazás;31;+36 23 457471;Budakeszi;2092;2092 Budakeszi, Pátyi út 1;Pátyi út 1;;Pest;0;0;;;;;;;;;;;;0;6320908;47.506540267861;18.920172203764
ARCOMIX Építőipari és Számitástechnikai Bt. Budakeszi;ARCOMIX Építőipari és Számitástechnikai Bt. Budakeszi;31;+36 23 457471;Budakeszi;2092;2092 Budakeszi, Pátyi út 1 .;Pátyi út 1 .;;Pest;0;0;;;;;;;;;;;;0;56192929;47.506540267861;18.920172203764
Somlai Bor Kft.;Somlai Bor Kft.;34;+36 23 452012;Budakeszi;2092;2092 Budakeszi, Ady utca;Ady utca;;Pest;0;0;;;;;;;;;;;;0;37184489;47.508459226376;18.91814965842
Splendor-Ékszer Kft.;Splendor-Ékszer Kft.;61;+36 30 9977488;Budakeszi;2092;2092 Budakeszi, Fő utca 157 .;Fő utca 157 .;;Pest;0;0;;;;;;;info@splendor.hu;http://www.splendor.hu;;;;0;78311539;47.511679860314;18.930313556738
Splendor 99 Bt.;Splendor 99 Bt.;61;+36 23 453964;Budakeszi;2092;2092 Budakeszi, Fő utca 157;Fő utca 157;;Pest;0;0;;;;;;;;;;;;0;33589975;47.511652770408;18.930284908848
Pincekulcs Borkereskedés;Pincekulcs Borkereskedés;64;+36 23 890530;Budakeszi;2092;2092 Budakeszi, Fő tér 2;Fő tér 2;;Pest;0;0;;;;;;;;;;;;0;76181370;47.513331;18.9320755
Holográf Kft.;Holográf Kft.;65;+36 23 452043;Budakeszi;2092;2092 Budakeszi, Kert utca 8 .;Kert utca 8 .;;Pest;0;0;;;;;;;holograf@freemail.hu;;;;;0;62193923;47.505928746703;18.922097341956
Holográf Kft.;Holográf Kft.;65;+36 23 452043;Budakeszi;2092;2092 Budakeszi, Kert utca 8;Kert utca 8;;Pest;0;0;;;;;;;holograf@freemail.hu;;;;;0;76175420;47.505928746703;18.922097341956
Laprako Bt.;Laprako Bt.;65;+36 23 453188;Budakeszi;2092;2092 Budakeszi, Széchenyi utca 213;Széchenyi utca 213;;Pest;0;0;;;;;;;;;;;;0;128698;47.511563760619;18.927219584644
Holográf Kft.;Holográf Kft.;65;+36 23 452043;Budakeszi;2092;2092 Budakeszi, Kert utca 8;Kert utca 8;;Pest;0;0;;;;;;;;;;;;0;27951740;47.505928746703;18.922097341956
Holográf Kft.;Holográf Kft.;65;+36 23 452043;Budakeszi;2092;2092 Budakeszi, Kert utca 8;Kert utca 8;;Pest;0;0;;;;;;;;;;;;0;75573569;47.505928746703;18.922097341956
Bankfiók CIB Bank Budakeszi;Bankfiók CIB Bank Budakeszi;75;+36 23 458110;Budakeszi;2092;2092 Budakeszi, Fő utca 174 .;Fő utca 174 .;;Pest;0;0;;;;;;;;;;;;0;56142395;47.510998738438;18.930107291932
Bankfiók UniCredit Bank Budakeszi;Bankfiók UniCredit Bank Budakeszi;75;+36 40 504050;Budakeszi;2092;2092 Budakeszi, Fő utca 139 .;Fő utca 139 .;;Pest;0;0;;;;;;;;;;;;0;56130382;47.512066857442;18.930634413103
Buda Takarék Szövetkezeti Hitelintézet;Buda Takarék Szövetkezeti Hitelintézet;75;+36 23 451117;Budakeszi;2092;2092 Budakeszi, Fő utca 114;Fő utca 114;;Pest;0;0;;;;;;;;;;;;0;41722265;47.512449981787;18.931682925869
Bankfiók K&H Bank Budakeszi;Bankfiók K&H Bank Budakeszi;75;+36 23 458080;Budakeszi;2092;2092 Budakeszi, Fő utca 128 .;Fő utca 128 .;;Pest;0;0;;;;;;;;;;;;0;56170891;47.5126216068;18.9318287618
OTP Bank Nyrt.;OTP Bank Nyrt.;75;+36 23 454003;Budakeszi;2092;2092 Budakeszi, Fő utca 181;Fő utca 181;;Pest;0;0;;;;;;;;;;;;0;33587631;47.510031220576;18.928170694584
Bankfiók OTP Bank Budakeszi;Bankfiók OTP Bank Budakeszi;75;+36 40 366388;Budakeszi;2092;2092 Budakeszi, Fő utca 181 .;Fő utca 181 .;;Pest;0;0;;;;;;;;;;;;0;56118528;47.510031220576;18.928170694584
Erste Bank Hungary Nyrt.;Erste Bank Hungary Nyrt.;75;+36 23 458100;Budakeszi;2092;2092 Budakeszi, Fő utca 43/45;Fő utca 43/45;;Pest;0;0;;;;;;;;;;;;0;33589983;47.517221387018;18.936306695275
Duna Bt.;Duna Bt.;84;+36 1 3258285;Budakeszi;2092;2092 Budakeszi, Zichy P. utca 19/1.;Zichy P. utca 19/1.;;Pest;0;0;;;;;;;;;;;;0;10924997;47.515398784649;18.925712705643
Ben-For Environment Kft.;Ben-For Environment Kft.;84;+36 23 453024;Budakeszi;2092;2092 Budakeszi, Erkel Ferenc utca 79;Erkel Ferenc utca 79;;Pest;0;0;;;;;;;;;;;;0;3646540;47.520251178243;18.927557629744
Fehér Barnabás;Fehér Barnabás;95;+36 23 450022;Budakeszi;2092;2092 Budakeszi, Fő utca 57;Fő utca 57;;Pest;0;0;;;;;;;;;;;;0;3881968;47.515785754352;18.934198210589
Stulwerk Kft.;Stulwerk Kft.;115;+36 23 454131;Budakeszi;2092;2092 Budakeszi, Budaörsi köz 1;Budaörsi köz 1;;Pest;0;0;;;;;;;;;;;;0;11616649;47.5052068724;18.9204688562
Teszig 2002 Bt.;Teszig 2002 Bt.;137;+36 30 5337282;Budakeszi;2092;2092 Budakeszi, Fő utca 235;Fő utca 235;;Pest;0;0;;;;;;;;;;;;0;4432937;47.507763288805;18.92401675057
Teszig 2002 Bt.;Teszig 2002 Bt.;137;+36 30 5337282;Budakeszi;2092;2092 Budakeszi, Fő utca 235;Fő utca 235;;Pest;0;0;;;;;;;;;;;;0;62200849;47.507763288805;18.92401675057
Walter Kft.;Walter Kft.;137;+36 23 450155;Budakeszi;2092;2092 Budakeszi, Fő utca 43-45.;Fő utca 43-45.;;Pest;0;0;;;;;;;;;;;;0;35144276;47.517221387018;18.936306695275
Honvédelmi Minisztérium 3. számú Rehabilitációs,. Krónikus Utókezelő osztály;Honvédelmi Minisztérium 3. számú Rehabilitációs,. Krónikus Utókezelő osztály;145;+36 1 2753535;Budapest;1121;1121 Budapest, Szanatórium utca 2/A;Szanatórium utca 2/A;;Budapest;0;0;;;;;;;;;;;;0;4038167;47.520981775641;18.937986169371
Honvédkórház - Állami Egészségügyi Központ Szanatórium utcai Telephely Budapest;Honvédkórház - Állami Egészségügyi Központ Szanatórium utcai Telephely Budapest;145;+36 1 3923800;Budapest;1121;1121 Budapest, Szanatórium utca 2/a;Szanatórium utca 2/a;;Budapest;0;0;;;;;;;;;;;;0;56066980;47.520981775641;18.937986169371
Országos Korányi TBC és Pulmonológiai Intézet XII. ker.;Országos Korányi TBC és Pulmonológiai Intézet XII. ker.;145;+36 1 3913200;Budapest;1525;1525 Budapest, Pihenő út 1;Pihenő út 1;;Budapest;0;0;;;;;;;;;;;;0;3887716;47.521969143043;18.941205484424
Országos Korányi TBC és Pulmonológiai Intézet XII. ker.;Országos Korányi TBC és Pulmonológiai Intézet XII. ker.;145;+36 1 3913200;Budapest;1525;1525 Budapest, Pihenő út 1;Pihenő út 1;;Budapest;0;0;;;;;;;;;;;;0;29927674;47.521969143043;18.941205484424
Budai Gesztenyés étterem és kávézó;Budai Gesztenyés étterem és kávézó;165;+36 23 450534;Budakeszi;2092;2092 Budakeszi, Szanatórium utca 2;Szanatórium utca 2;;Pest;0;0;;;;;;;;;;;;0;11623375;47.5211001228;18.9373604912
Tanne Étterem Budakeszi;Tanne Étterem Budakeszi;165;+36 23 451134;Budakeszi;2092;2092 Budakeszi, Esze Tamás utca 6 .;Esze Tamás utca 6 .;;Pest;0;0;;;;;;;;;;;;0;56176567;47.511235;18.93028
Grafl Lászlóné;Grafl Lászlóné;165;+36 23 450295;Budakeszi;2092;2092 Budakeszi, Fő utca 163 .;Fő utca 163 .;;Pest;0;0;;;;;;;;;;;;0;10641133;47.511130319489;18.929969782061
Black Horse Pub & Restaurant;Black Horse Pub & Restaurant;165;+36 23 452313;Budakeszi;2092;2092 Budakeszi, F? tér 5;F? tér 5;;Pest;0;0;;;;;;;;;;;;0;4860161;47.513331;18.9320755
Black Horse Pub & Restaurant;Black Horse Pub & Restaurant;165;+36 23 452313;Budakeszi;2092;2092 Budakeszi, Fő tér 5;Fő tér 5;;Pest;0;0;;;;;;;;;;;;0;10256950;47.513331;18.9320755
Spájz Étterem és Kolbászház Budakeszi;Spájz Étterem és Kolbászház Budakeszi;165;+36 23 452313;Budakeszi;2092;2092 Budakeszi, Fő tér 5 .;Fő tér 5 .;;Pest;0;0;;;;;;;;;;;;0;56222249;47.513331;18.9320755
HO-LIpizza Bt.;HO-LIpizza Bt.;165;+36 23 450183;Budakeszi;2092;2092 Budakeszi, Knáb János utca 27;Knáb János utca 27;;Pest;0;0;;;;;;;;;;;;0;6491261;47.514516483055;18.92773524666
Szepi Vendéglő;Szepi Vendéglő;165;+36 23 450137;Budakeszi;2092;2092 Budakeszi, Gyöngyvirág utca 38;Gyöngyvirág utca 38;;Pest;0;0;;;;;;;;;;;;0;6337832;47.51685764553;18.936730684044
Aqua Panzió Étterme és Grillterasz Budakeszi;Aqua Panzió Étterme és Grillterasz Budakeszi;165;+36 23 453356;Budakeszi;2092;2092 Budakeszi, Fő utca 8 .;Fő utca 8 .;;Pest;0;0;;;;;;;;;;;;0;56154641;47.519136792616;18.93830631798
Nádfedeles Kisvendéglő;Nádfedeles Kisvendéglő;165;+36 23 452921;Budakeszi;2092;2092 Budakeszi, Hajós utca 1;Hajós utca 1;;Pest;0;0;;;;;;;;;;;;0;123828;47.520266655654;18.923747460406
Nádfedeles Kisvendéglő Budakeszi;Nádfedeles Kisvendéglő Budakeszi;165;+36 23 452921;Budakeszi;2092;2092 Budakeszi, Hajós utca 1 .;Hajós utca 1 .;;Pest;0;0;;;;;;;;;;;;0;56050540;47.520266655654;18.923747460406
Gesztenyéskert Vendéglő;Gesztenyéskert Vendéglő;165;+36 23 453720;Budakeszi;2092;2092 Budakeszi, Fő út 1;Fő út 1;;Pest;0;0;;;;;;;;;;;;0;10161582;47.520467861588;18.938627174346
Gesztenyéskert Vendéglő Budakeszi;Gesztenyéskert Vendéglő Budakeszi;165;+36 23 453720;Budakeszi;2092;2092 Budakeszi, Fő utca 1 .;Fő utca 1 .;;Pest;0;0;;;;;;;;;;;;0;56149742;47.520452384236;18.938741765905
Vadaspark Étterem Budapest;Vadaspark Étterem Budapest;165;+36 1 2752436;Budapest;1121;1121 Budapest, Szanatórium utca 2 .;Szanatórium utca 2 .;;Budapest;0;0;;;;;;;;;;;;0;56063530;47.520981775641;18.937986169371
Tanne Hotel;Tanne Hotel;185;+36 23 451144;Budakeszi;2092;2092 Budakeszi, Esze Tamás utca 1-3.;Esze Tamás utca 1-3.;;Pest;0;0;;;;;;;;;;;;0;33586403;47.511235;18.93028
Phoenix Aktiv Hotel Budakeszi;Phoenix Aktiv Hotel Budakeszi;185;+36 23 450769;Budakeszi;2092;2092 Budakeszi, Zichy Péter utca 18-20.;Zichy Péter utca 18-20.;;Pest;0;0;;;;;;;;;;;;0;56059955;47.5147843338;18.9269646657
Aktív Hotel Phoenix;Aktív Hotel Phoenix;185;+36 23 457769;Budakeszi;2092;2092 Budakeszi, Zichy P. utca 18-22;Zichy P. utca 18-22;;Pest;0;0;;;;;;;;;;;;0;127882;47.515100816033;18.926182531035
Suhajda László;Suhajda László;196;+36 23 451467;Budakeszi;2092;2092 Budakeszi, Fő utca 53;Fő utca 53;;Pest;0;0;;;;;;;;;;;;0;72206017;47.515917323401;18.93433572046
Uti Imre;Uti Imre;198;+36 23 451302;Budakeszi;2092;2092 Budakeszi, Rákóczi utca 126 .;Rákóczi utca 126 .;;Pest;0;0;;;;;;;;;;;;0;10805923;47.513274270139;18.938340695448
Sportpálya;Sportpálya;210;+36 23 451177;Budakeszi;2092;2092 Budakeszi, Zichy Péter utca 46;Zichy Péter utca 46;;Pest;0;0;;;;;;;;;;;;0;3645071;47.51536782695;18.925483522525
