Urbán Gábor;Urbán Gábor;189;+36 23 452370;Budakeszi;2092;2092 Budakeszi, F? utca 144;F? utca 144;;Pest;0;0;;;;;;;;;;;;0;4317722;47.512070727399;18.931339151191;
Frank Metál Bt.;Frank Metál Bt.;189;+36 23 452439;Budakeszi;2092;2092 Budakeszi, F? utca 218;F? utca 218;;Pest;0;0;;;;;;;;;;;;0;74868115;47.508846954437;18.926807055032;
Bigdoor Kft.;Bigdoor Kft.;189;+36 30 2428584;Budakeszi;2092;2092 Budakeszi, Erd? utca 51 .;Erd? utca 51 .;;Pest;0;0;;;;;;;;;;;;0;10890297;47.513138824585;18.93478262754;Lakatosmunkák  - A telefonszámot csak az el?fizet? engedélye alapján tehetjük közzé
McDonald's Budakeszi;McDonald's Budakeszi;158;+36 30 4242660;Budakeszi;2092;2092 Budakeszi, Bianka utca 1 .;Bianka utca 1 .;;Pest;0;0;;;;;;;;;;;;0;56177105;47.511235;18.93028;
Angyal Patika;Angyal Patika;144;+36 23 451120;Budakeszi;2092;2092 Budakeszi, F? tér 1 .;F? tér 1 .;;Pest;0;0;;;;;;;angyal.patika@freemail.hu;;;;;0;76459920;47.513440674198;18.93192929772;Nyitva tartás: H-P: 8.00-20.00, Szo.: 8.00-14.00
Póczi Patika;Póczi Patika;144;+36 23 450770;Budakeszi;2092;2092 Budakeszi, József Attila utca 47 .;József Attila utca 47 .;;Pest;0;0;;;;;;;poczipatika@pharmador.axelero.net;http://www.poczipatika.hu;;;;0;74893147;47.518378377751;18.929224936927;
Park Center Patika;Park Center Patika;144;+36 23 457440;Budakeszi;2092;2092 Budakeszi, Bianka utca 1;Bianka utca 1;;Pest;0;0;;;;;;;;;;;;0;76181636;47.511235;18.93028;
HFK Patika Bt. - Angyal Patika;HFK Patika Bt. - Angyal Patika;144;+36 23 451020;Budakeszi;2092;2092 Budakeszi, F? tér 1;F? tér 1;;Pest;0;0;;;;;;;;;;;;0;76722498;47.513331;18.9320755;
Angyal Gyógyszertár Budakeszi;Angyal Gyógyszertár Budakeszi;144;+36 23 451120;Budakeszi;2092;2092 Budakeszi, F? tér 1 .;F? tér 1 .;;Pest;0;0;;;;;;;;;;;;0;56042983;47.513440674198;18.93192929772;
Póczi Gyógyszertár Budakeszi;Póczi Gyógyszertár Budakeszi;144;+36 23 450770;Budakeszi;2092;2092 Budakeszi, József Attila utca 47 .;József Attila utca 47 .;;Pest;0;0;;;;;;;;;;;;0;56042985;47.518378377751;18.929224936927;
Dió Gyógyszertár;Dió Gyógyszertár;144;+36 23 450877;Budakeszi;2092;2092 Budakeszi, Táncsics M. utca;Táncsics M. utca;;Pest;0;0;;;;;;;;;;;;0;17545989;47.507676813503;18.920990749128;
Dió Gyógyszertár;Dió Gyógyszertár;144;+36 23 450877;Budakeszi;2092;2092 Budakeszi, Táncsics M. utca;Táncsics M. utca;;Pest;0;0;;;;;;;;;;;;0;67200523;47.507676813503;18.920990749128;
Országos Orvosi Rehabilitációs Intézet Intézeti Gyógyszertára Budapest;Országos Orvosi Rehabilitációs Intézet Intézeti Gyógyszertára Budapest;144;+36 1 3911969;Budapest;1528;1528 Budapest, Szanatórium utca 19 .;Szanatórium utca 19 .;;Budapest;0;0;;;;;;;;;;;;0;56170461;47.5219427821;18.9344374175;
Országos Korányi TBC és Pulmonológiai Intézet Intézeti Gyógyszertára Budapest;Országos Korányi TBC és Pulmonológiai Intézet Intézeti Gyógyszertára Budapest;144;+36 1 3913333;Budapest;1121;1121 Budapest, Pihen? út 1 .;Pihen? út 1 .;;Budapest;0;0;;;;;;;;;;;;0;56170457;47.522034919856;18.941285698515;
Három Gábor Kereskedelmi Kft.;Három Gábor Kereskedelmi Kft.;71;+36 23 452481;Budakeszi;2092;2092 Budakeszi, Szél utca 52;Szél utca 52;;Pest;0;0;;;;;;;;;;;;0;125397;47.509400389325;18.922091612378;
Három Gábor Kereskedelmi Kft.;Három Gábor Kereskedelmi Kft.;71;+36 23 452481;Budakeszi;2092;2092 Budakeszi, F? utca 261;F? utca 261;;Pest;0;0;;;;;;;;;;;;0;6337836;47.507155652214;18.922080153222;
Fodrászat, Kozmetika;Fodrászat, Kozmetika;11;+36 23 451422;Budakeszi;2092;2092 Budakeszi, F? utca 40-42;F? utca 40-42;;Pest;0;0;;;;;;;;;;;;0;27950982;47.51668738269;18.936025945956;
Pintér Judit - Haj Galéria;Pintér Judit - Haj Galéria;11;+36 23 453030;Budakeszi;2092;2092 Budakeszi, F? utca 147;F? utca 147;;Pest;0;0;;;;;;;;;;;;0;6320830;47.511873359235;18.930502632811;
Pintér Ágnes;Pintér Ágnes;11;+36 23 454361;Budakeszi;2092;2092 Budakeszi, Vásárhelyi P. utca 25 .;Vásárhelyi P. utca 25 .;;Pest;0;0;;;;;;;;;;;;0;10789367;47.511927538805;18.92205723491;
Morvai Árpádné;Morvai Árpádné;11;+36 23 453667;Budakeszi;2092;2092 Budakeszi, Vásárhelyi Pál utca 51 .;Vásárhelyi Pál utca 51 .;;Pest;0;0;;;;;;;;;;;;0;10782127;47.510004129819;18.920028964316;
Grúber Miklósné;Grúber Miklósné;11;+36 23 451371;Budakeszi;2092;2092 Budakeszi, Batthyány utca 9 .;Batthyány utca 9 .;;Pest;0;0;;;;;;;;;;;;0;10641309;47.518703414036;18.935046188126;
Rózsa Lászlóné;Rózsa Lászlóné;11;+36 23 452441;Budakeszi;2092;2092 Budakeszi, F? utca 22 .;F? utca 22 .;;Pest;0;0;;;;;;;;;;;;0;10792369;47.517979818607;18.937320830573;
Aqua Szalon;Aqua Szalon;11;+36 23 452173;Budakeszi;2092;2092 Budakeszi, F? utca 8;F? utca 8;;Pest;0;0;;;;;;;;;;;;0;6232302;47.519136792616;18.93830631798;
Huncutka Bababolt és Gyermekruházat, Cip?k;Huncutka Bababolt és Gyermekruházat, Cip?k;267;+36 20 5994030;Kistarcsa;2143;2143 Kistarcsa, Hunyadi út 4 .;Hunyadi út 4 .;;Pest;0;0;;;;;;;;;;;;0;76727646;47.5459752438;19.2591034061;A Huncutka Bababolt és Gyermekruházati üzlet 10 éve várja vásárlóit. Üzletünkben az alábbi gyermekruházati termékeket is forgalmazzuk: gyermek overal, es?kabát, szabadid?ruha, tréning alsók, legging, gumis övek, nadrágtartó, gyermekfarmer, gyermek övek. Farsangi jelmez, léggömb, eserny?k, m?anyag kismotor, játékok. Gyermekruhák 56-164-es méretig!
Lilien-Mode Kft.;Lilien-Mode Kft.;267;+36 20 3240413;Budapest;1097;1097 Budapest, Könyves Kálmán körút 12-14.;Könyves Kálmán körút 12-14.;;Budapest;0;0;;;;;;;info@liliengyerekdivat.hu;http://www.liliengyerekdivat.hu;;;;0;75521153;47.469700830233;19.083373502129;Cégünk 2010-ben alakult családi vállalkozásként gyermekruha tervezéssel, gyártással és kereskedelemmel foglalkozunk. Saját márkanév alatt 92-152-es méretig. Célunk, hogy igényes, jó min?ség?, egymással kombinálható, els? osztályú divatos, de korosztálynak megfelel? ruhákat készítsünk mind ezt megfizethet? áron.Lehet?séget szeretnénk biztosítani azoknak a szül?knek is akiknek nehézséget okoz gyermekének méretben megfelel? ruhadarabokat vásárolni. Amennyiben valamelyik termékünk elnyerte tetszését így vállaljuk méretre való elkészítését. B?vebb felvilágosítást telefonon tudok adni.
Reset Gyermekruházat;Reset Gyermekruházat;267;+36 1 8871392;Budapest;1117;1117 Budapest, Hunyadi J. út 19;Hunyadi J. út 19;;Budapest;0;0;;;;;;;;;;;;0;38637;47.440974094649;19.045088462259;
Pepi Gyermekdivat;Pepi Gyermekdivat;267;+36 1 3165673;Budapest;1027;1027 Budapest, Margit krt 36;Margit krt 36;;Budapest;0;0;;;;;;;;;;;;0;53100;47.511594720563;19.03437415149;
Nabu-Trade Kft.;Nabu-Trade Kft.;267;+36 1 3360539;Budapest;1022;1022 Budapest, Bimbó út 6;Bimbó út 6;;Budapest;0;0;;;;;;;;;;;;0;65506;47.512871802327;19.029779029973;
Cucclik - Gyermek és Kismama Ruházat;Cucclik - Gyermek és Kismama Ruházat;267;+36 1 3153248;Budapest;1022;1022 Budapest, Tizedes utca 1;Tizedes utca 1;;Budapest;0;0;;;;;;;;;;;;0;10716555;47.512105556998;19.025350066217;
Cini Bt.;Cini Bt.;267;+36 1 3590262;Budapest;1136;1136 Budapest, Raoul Wallenberg utca 11;Raoul Wallenberg utca 11;;Budapest;0;0;;;;;;;;;;;;0;6441686;47.515418133202;19.04961482884;
Mária Gyermekruha Nagykereskedés;Mária Gyermekruha Nagykereskedés;267;+36 1 3402392;Budapest;1132;1132 Budapest, Visegrádi utca 25;Visegrádi utca 25;;Budapest;0;0;;;;;;;;;;;;0;40965;47.515360087522;19.05618665475;
Hém?m? Bt.;Hém?m? Bt.;267;+36 20 5820911;Budapest;1084;1084 Budapest, József krt 35;József krt 35;;Budapest;0;0;;;;;;;;;;;;0;10727559;47.491780493277;19.070756971481;
Csitri Gyermekruha Készít? Kkt.;Csitri Gyermekruha Készít? Kkt.;267;+36 1 3428951;Budapest;1078;1078 Budapest, Marek József utca 24;Marek József utca 24;;Budapest;0;0;;;;;;;;;;;;0;6283073;47.506075822062;19.081964025953;
Atex Kft.;Atex Kft.;267;+36 1 3222057;Budapest;1076;1076 Budapest, Péterfy Sándor utca 44;Péterfy Sándor utca 44;;Budapest;0;0;;;;;;;;;;;;0;60750;47.504233479913;19.084416285317;
V and V 95 Kereskedelmi és Szolgáltató Bt.;V and V 95 Kereskedelmi és Szolgáltató Bt.;267;+36 1 3427597;Budapest;1078;1078 Budapest, Cserhát utca 16-18;Cserhát utca 16-18;;Budapest;0;0;;;;;;;;;;;;0;4315933;47.505069508734;19.085138212138;
Prince Olivér Bt.;Prince Olivér Bt.;267;+36 1 3596750;Budapest;1133;1133 Budapest, Váci út 114;Váci út 114;;Budapest;0;0;;;;;;;;;;;;0;6274137;47.531451760621;19.065926937268;
Nobel Junior Gyermek Divat;Nobel Junior Gyermek Divat;267;+36 20 9362075;Budapest;1081;1081 Budapest, K?bányai út 16;K?bányai út 16;;Budapest;0;0;;;;;;;;;;;;0;10728365;47.488605806093;19.098344889316;
Csiri-Biri Gyermekruha, Angol új és használt;Csiri-Biri Gyermekruha, Angol új és használt;267;+36 20 9718138;Budapest;1118;1118 Budapest, Reg?s utca 1;Reg?s utca 1;;Budapest;0;0;;;;;;;;;;;;0;38603;47.46578887375;19.002592182594;
Caremo Kkt.;Caremo Kkt.;267;+36 1 4674000;Budapest;1146;1146 Budapest, Thököly út 136;Thököly út 136;;Budapest;0;0;;;;;;;;;;;;0;29914128;47.515530354669;19.105569887113;
Andrea Kft.;Andrea Kft.;267;+36 1 2190793;Budapest;1095;1095 Budapest, Soroksári út 110/112;Soroksári út 110/112;;Budapest;0;0;;;;;;;;;;;;0;4319412;47.459695712183;19.083052645764;
Piroska Kft.;Piroska Kft.;267;+36 1 3630516;Budapest;1148;1148 Budapest, Nagy Lajos király útja 74;Nagy Lajos király útja 74;;Budapest;0;0;;;;;;;;;;;;0;10266875;47.511397350609;19.125222339486;
Nicol Bt.;Nicol Bt.;267;+36 1 2643605;Budapest;1103;1103 Budapest, Sibrik Miklós-Gergely utca sarok;Sibrik Miklós-Gergely utca sarok;;Budapest;0;0;;;;;;;;;;;;0;44160;47.48691;19.131381;
Gaba 94 Kft.;Gaba 94 Kft.;267;+36 1 4108541;Budapest;1158;1158 Budapest, Apolló utca 61;Apolló utca 61;;Budapest;0;0;;;;;;;;;;;;0;36799;47.538503611732;19.132819759849;
Boróka Gyermekdivat;Boróka Gyermekdivat;267;+36 1 8142831;Budapest;1152;1152 Budapest, Szentmihályi út 131;Szentmihályi út 131;;Budapest;0;0;;;;;;;;;;;;0;6197301;47.550083146038;19.1381597265;
Kolion Style Bt.;Kolion Style Bt.;267;+36 1 4194030;Budapest;1152;1152 Budapest, Szentmihályi út 131;Szentmihályi út 131;;Budapest;0;0;;;;;;;;;;;;0;6223937;47.550083146038;19.1381597265;
Mikka Kft.;Mikka Kft.;267;+36 1 4054947;Budapest;1162;1162 Budapest, János utca 129;János utca 129;;Budapest;0;0;;;;;;;;;;;;0;29922110;47.528360716215;19.167225875447;
Bettitex Kft.;Bettitex Kft.;267;+36 1 4075293;Budapest;1163;1163 Budapest, Veres Péter utca 99;Veres Péter utca 99;;Budapest;0;0;;;;;;;;;;;;0;6304501;47.510982809031;19.19082686887;
Pro-Fashion Kft.;Pro-Fashion Kft.;267;+36 30 9493401;Budapest;1162;1162 Budapest, Komáromi u 5;Komáromi u 5;;Budapest;0;0;;;;;;;;;;;;0;10735967;47.524669793789;19.188070080034;
Nagy Pálné;Nagy Pálné;267;+36 1 2580222;Budapest;1172;1172 Budapest, Hektár utca 39;Hektár utca 39;;Budapest;0;0;;;;;;;;;;;;0;6383009;47.499097029196;19.275577924084;
Week-End Baby Kft.;Week-End Baby Kft.;267;+36 23 441386;Budaörs;2040;2040 Budaörs, Budapesti út 87;Budapesti út 87;;Pest;0;0;;;;;;;;;;;;0;4393991;47.462399567159;18.973697920986;
Magic Trend Gyermekdivat;Magic Trend Gyermekdivat;267;+36 23 423113;Budaörs;2040;2040 Budaörs, Sport utca 2/4;Sport utca 2/4;;Pest;0;0;;;;;;;;;;;;0;6078035;47.455101164074;18.945789146785;
Alapos Épít? Kft.;Alapos Épít? Kft.;267;+36 30 6431139;Dunaharaszti;2330;2330 Dunaharaszti, F? út 92 .;F? út 92 .;;Pest;0;0;;;;;;;;;;;;0;10193940;47.360366472211;19.087040432018;
Kispepo Gyermekdivat;Kispepo Gyermekdivat;267;+36 28 472527;Kistarcsa;2143;2143 Kistarcsa, Hunyadi utca 1;Hunyadi utca 1;;Pest;0;0;;;;;;;;;;;;0;6372885;47.544734600878;19.257598508473;
Gumilog Kft.;Gumilog Kft.;259;+36 30 6979211;Budapest;1238;1238 Budapest, Helsinki út 124-126.;Helsinki út 124-126.;;Budapest;0;0;;;;;;;gumilog@gmail.com;http://www.gumilog.hu;;;;0;78331613;47.419349930819;19.108320084529;
Paulus Csaba Gumiabroncsok Semperit, Barum;Paulus Csaba Gumiabroncsok Semperit, Barum;259;+36 1 2175107;Budapest;1094;1094 Budapest, Márton utca 28;Márton utca 28;;Budapest;0;0;;;;;;;paulusgumi@mail.datanet.hu;http://www.paulusgumi.hu;;;;0;78312010;47.4790533187;19.0805297041;Gumiszervizünkben gyors, pontos, megbíható munkával állunk rendelkezésükre a város szívében! Nyitva: 9-18
Innovex Kft.;Innovex Kft.;259;+36 1 2395078;Budapest;1131;1131 Budapest, Jász utca 165-167.;Jász utca 165-167.;;Budapest;0;0;;;;;;;mail@innovex.hu;http://www.innovex.hu;;;;0;75248799;47.544448401589;19.091171457721;Folyamatos akcióinkat kísérje figyelemmel a webáruházunkban! Az Innovex Plusz Kft. gumiabroncsok teljes választékát kínálja, valamint gumiszerelést, flottakezelést és gumitárolást szolgáltat. Téli és nyári abroncsokat is forgalmazunk. Az alábbi gumiabroncs márkákat kínáljuk: Michelin, Pirelli, Cooper, Kleber, Roadstone, Nexen, Kumho, Marshal, Rintal, BKT, Alliance, Trelleborg, ATS, Mitas. Orosz gumit, 4x4 abroncsot és teherabroncsot, traktorgumit, targonca abroncsok, mez?gazdasági abroncsot is kínálunk. Forgalmazunk továbbá alufelniket, alumínium keréktárcsákat. Gumiszerelést végzünk.
Guminor Szerviz Kft.;Guminor Szerviz Kft.;259;+36 70 2788925;Budapest;1148;1148 Budapest, Vezér út 172 .;Vezér út 172 .;;Budapest;0;0;;;;;;;info@gumivezer.hu;http://www.gumivezer.hu;;;;0;75245305;47.5208767948;19.1239488611;Gumi szervizünk a hét minden napján várja kedves ügyfeleit az alábbi szolgáltatásokkal: gumi, gumiszerelés: vállaljuk hozott vagy nálunk vásárolt gumiabroncsok felszerelését bármilyen méretben. Centrírozás: modern számítógépes centrírozógépen végezzük a kerék centrírozását. Gumiabroncs értékesítés: szakszer? tanácsadással segítünk kiválasztani az Önnek legmegfelel?bb ár-árérték arányú gumiabroncsot. Alufelni értékesítés: többszáz alufelni közül kiválaszthatja melyik illik leginkább autójára. Lemezfelni értékesítés: acéltárcsáink a gyárival megegyez? min?ség?ek. Autószerviz: vizsgáztatás, zöldkártya, futóm? beállítás, autószerviz. Gumiabroncs javítás: a defekt javítást a legjobb anyagokkal végezzük, így az Ön javított kereke ismét teljes érték? lesz. Alu- és acélfelni javítás: vállaljuk sérült alufelnik szakszer? javítását a legrövidebb határid?vel.
Óbuda-Gumi Kft.;Óbuda-Gumi Kft.;259;+36 1 2408834;Budapest;1037;1037 Budapest, Kolostor utca 28/A .;Kolostor utca 28/A .;;Budapest;0;0;;;;;;;homonnaigumi@t-online.hu;http://www.obudagumi.hu;;;;0;75261639;47.536940913576;19.026971536777;Cégünk 2006-ban alakult, autógumi szerelési munkákkal, és autógumi forgalmazással foglalkozik. Szolgáltatásaink: gumiszerelés, gumiabroncs értékesítés, computeres kerék kiegyensúlyozás, gumiabroncs vulkanizálás, gumijavítás, könny?fém felni javítás, kerék- és gumitárolás, szaktanácsadás és állapotfelmérés. Forgalmazott márkák: Kleber, Michelin, Vredestein, Bridgestone, stb.
Gumilog Kft.;Gumilog Kft.;259;+36 30 6979211;Budapest;1238;1238 Budapest, Helsinki út 124-126.;Helsinki út 124-126.;;Budapest;0;0;;;;;;;gumilog@gmail.com;http://www.gumilog.hu;;;;0;78331614;47.419349930819;19.108320084529;
Gumiambulancia Kft.;Gumiambulancia Kft.;259;+36 30 3114679;Budapest;1214;1214 Budapest, II. Rákóczi Ferenc út 289-295;II. Rákóczi Ferenc út 289-295;;Budapest;0;0;;;;;;;gumiambulancia@freemail.hu;http://www.ejjelnappalgumi.hu;;;;0;75256710;47.398422742781;19.049288242897;Mobil gumi szerviz - a helyszínen javítunk, cserélünk Gumi Ambulancia: személyautók, teherautók, rakodógépek és földmunkagépek gumiszerelése. A Gumi Ambulancia Kft. 2001-ben alakult, magánszemélyek közös vállalkozásaként. A cég vezet? dolgozói hosszú éveket töltöttek el a gumijavító szakmában, ennek megfelel?en széles kör? gumi ipari és m?szaki tapasztalatokat hoztak magukkal a vállalkozásba. M?helyünkben tíz f? gumi ipari és autószerel? szakmunkás dolgozik a nap 24 órájában. Gumiszerelés-, javítás, centrírozás, vulkanizálás. Helyben és kiszállással egyaránt!
Gumisarok Bt.;Gumisarok Bt.;259;+36 1 4030245;Budapest;1163;1163 Budapest, Veres Péter utca 23;Veres Péter utca 23;;Budapest;0;0;;;;;;;gumisarok@gumisarok.hu;http://www.gumisarok.hu;;;;0;74912201;47.510982809031;19.19082686887;gumiszerelés, kerékszerelés, centírozás, futóm? beállítás, javítás, kisteher, motorkerékpár, robogó, gumiabroncs, töml?, árusítás, vulkanizálás, lemez felni, könny?fém felni, alufelni javítás, forgalmazás, optimalizálás, keréknyomás, kerék?r, szelep, keréktárcsa festék, dísztárcsa, kerékcsavar, Barum, Continental, Semperit, Uniroyal, PEX, Pneumix, Pneusexpert, Matador, Debica, Michelin, akció, nyári, téli, évszak, személygépkocsi, kerékszerelés, gumiszerelés
Tomi Gumiszerviz;Tomi Gumiszerviz;259;+36 20 5730418;Budapest;1164;1164 Budapest, Szabadföld út 27 .;Szabadföld út 27 .;;Budapest;0;0;;;;;;;tomasz68@freemail.hu;;;;;0;78331600;47.5219028305;19.2229028775;Vállakozásunk 2006-ban alakult. Telephelyünk Budapest 16. kerületének kertvárosi részén található. M?helyünk korszer? gumiszerel?, centrírozó, biztonságos emel?géppel van felszerelve, melyek alkalmasak személygépkocsi, kisteherautó és motorkerékpár kerekek szerelésére és kiegyensúlyozására. Gépeink alkalmasak defektt?r? abroncsok szerelésére is. A kezdetekt?l folyamatosan törekszünk az ügyfeleink igényeinek magas színvonalú kielégítésére, piaci jó hírnevünk kialakítására, ill. hatékonyságunk és eredményünk javítására. Célunk az elégedett vev?, akit szakmai hozzáértéssel  és min?ségi munkával szolgálunk ki. A jöv?ben is szeretnénk ezen céljainkat megvalósítani és szolgáltatásaink színvonalát megtartani. Köszönjük bizalmát, reméljük, hamarosan találkozunk!
Válóczy Gumiszerviz Kft.;Válóczy Gumiszerviz Kft.;259;+36 29 351397;Vecsés;2220;2220 Vecsés, F? utca 232 .;F? utca 232 .;;Pest;0;0;;;;;;;info@akciosfelni.hu;http://www.akciosfelni.hu;;;;0;75252563;47.416318194485;19.255902553399;
Rákóczi Üzletház Kft.;Rákóczi Üzletház Kft.;259;+36 1 2102535;Budapest;1084;1084 Budapest, Rákóczi tér 6;Rákóczi tér 6;;Budapest;0;0;;;;;;;;;;;;0;10943285;47.492407664873;19.072848267433;Gumiabroncsok  - A telefonszámot csak az el?fizet? engedélye alapján tehetjük közzé
Delta Co. Kft.;Delta Co. Kft.;259;+36 1 2017797;Budapest;1016;1016 Budapest, Mészáros utca 19;Mészáros utca 19;;Budapest;0;0;;;;;;;;;;;;0;10219300;47.495047897727;19.028678951006;
Lariva Kft.;Lariva Kft.;259;+36 1 2012737;Budapest;1016;1016 Budapest, Mészáros utca 19;Mészáros utca 19;;Budapest;0;0;;;;;;;;;;;;0;3887365;47.495047897727;19.028678951006;
Kostyál Gumiklinika;Kostyál Gumiklinika;259;+36 1 4872090;Budapest;1015;1015 Budapest, Csalogány utca 34;Csalogány utca 34;;Budapest;0;0;;;;;;;;;;;;0;29920232;47.507755548256;19.031452066735;
Delta Co. Kft.;Delta Co. Kft.;259;+36 1 2017797;Budapest;1118;1118 Budapest, Kelenhegyi út 47/B;Kelenhegyi út 47/B;;Budapest;0;0;;;;;;;;;;;;0;6497341;47.483773718774;19.042882574748;
Delta Co. Kft.;Delta Co. Kft.;259;+36 1 2017797;Budapest;1118;1118 Budapest, Kelenhegyi út 47/B;Kelenhegyi út 47/B;;Budapest;0;0;;;;;;;;;;;;0;29925788;47.483773718774;19.042882574748;
Öko-Gum Kht.;Öko-Gum Kht.;259;+36 1 3361529;Budapest;1024;1024 Budapest, Rómer Flóris utca 4;Rómer Flóris utca 4;;Budapest;0;0;;;;;;;;;;;;0;6391974;47.513703823726;19.03412205006;
Öko-Gum Kht.;Öko-Gum Kht.;259;+36 1 3361529;Budapest;1024;1024 Budapest, Rómer Flóris utca 4;Rómer Flóris utca 4;;Budapest;0;0;;;;;;;;;;;;0;33588177;47.513703823726;19.03412205006;
